storage_gib,recovery_token_layers,g1,g2,l
502.24436466,936.64222249,43,66,42
502.29591192,935.72490926,43,65,42
502.34907064,934.86070720,43,64,42
502.40391652,934.09299066,43,63,42
502.46053098,933.21975348,43,62,42
502.51900316,932.36789926,43,61,42
502.57942332,931.54723064,43,60,42
502.64189155,930.67664968,43,59,42
502.70651497,929.87990204,43,58,42
502.77340634,929.05597693,43,57,42
502.84268453,928.17414532,43,56,42
502.91448317,927.32424182,43,55,42
502.98894112,926.48804672,43,54,42
503.06620869,925.64023908,43,53,42
503.14644782,924.70585284,43,52,42
503.22983270,923.82570186,43,51,42
503.31655311,923.04454317,43,50,42
503.40681605,922.12655760,43,49,42
503.50083661,921.27507728,43,48,42
503.59885942,920.37803061,43,47,42
503.70114431,919.45168130,43,46,42
503.80797501,918.57383332,43,45,42
503.91966092,917.75255098,43,44,42
513.34708097,917.28402109,42,47,41
513.57135548,917.25142159,42,79,42
513.60724376,917.21630667,42,78,42
513.64406267,916.48790927,42,77,42
513.68185161,914.96039347,42,76,42
513.72064744,914.34727754,42,75,42
513.76049276,913.40273015,42,74,42
513.80142953,912.39911513,42,73,42
513.84350316,912.29258620,42,72,42
513.88676173,910.87890096,42,71,42
513.97704199,909.47475596,42,69,42
514.02417251,908.46275414,42,68,42
514.07270975,907.48534435,42,67,42
514.12272021,907.32787894,42,66,42
514.17426747,905.88562781,42,65,42
514.22742620,905.14147276,42,64,42
514.33888653,903.50044022,42,62,42
514.39735872,902.52504892,42,61,42
514.45777887,902.27759942,42,60,42
514.52024711,900.84389610,42,59,42
514.58487052,900.07338444,42,58,42
514.65176189,899.34833148,42,57,42
514.79283873,897.42817604,42,55,42
514.86729667,897.04318213,42,54,42
514.94456425,895.77079857,42,53,42
515.02480338,894.96292331,42,52,42
515.10818826,894.06185457,42,51,42
515.19490867,893.17125023,42,50,42
515.28517161,892.74467312,42,49,42
515.37919216,891.82260588,42,48,42
515.47721497,890.48568125,42,47,42
515.57949987,889.64976201,42,46,42
515.68633057,888.91367562,42,45,42
515.79801648,887.91731707,42,44,42
515.91489812,886.99138155,42,43,42
527.74270192,886.41689319,41,49,42
527.83672248,885.58335384,41,48,42
527.93474529,884.71743558,41,47,42
528.03703018,883.77062892,41,46,42
528.14386088,882.94941916,41,45,42
528.25554679,882.04272653,41,44,42
528.37242844,881.17504883,41,43,42
528.49487650,880.29056771,41,42,42
539.82039555,879.13594211,40,63,42
539.87701000,878.47285618,40,62,42
539.93548219,877.48383385,40,61,42
540.05837058,875.85423315,40,59,42
540.12299399,875.03373947,40,58,42
540.18988536,874.07333398,40,57,42
540.25916355,873.93976839,40,56,42
540.33096220,872.77786135,40,55,42
540.40542014,871.61186447,40,54,42
540.48268772,870.64474559,40,53,42
540.56292685,870.12150898,40,52,42
540.64631173,868.90765477,40,51,42
540.73303214,868.84173536,40,50,42
540.82329508,867.17638872,40,49,42
540.91731563,866.91014856,40,48,42
541.01533844,865.36794107,40,47,42
541.11762334,864.60783711,40,46,42
541.22445404,864.01008666,40,45,42
541.33613995,863.04510642,40,44,42
541.45302159,861.90052327,40,43,42
541.57546965,861.08022615,40,42,42
541.70388814,860.10603825,40,41,42
551.58764782,859.89623158,39,46,41
552.10074709,858.16640635,39,45,41
552.63716554,856.14316925,39,44,41
553.09097504,855.52872930,39,73,42
553.13304866,854.98211718,39,72,42
553.17630723,853.96150844,39,71,42
553.22080220,853.10607333,39,70,42
553.26658749,852.60781884,39,69,42
553.31371802,851.42491138,39,68,42
553.36225526,850.67712787,39,67,42
553.41226572,850.16746413,39,66,42
553.51697171,848.09818202,39,64,42
553.57181758,847.56020373,39,63,42
553.62843204,846.54534576,39,62,42
553.68690423,845.69109675,39,61,42
553.74732438,844.99225190,39,60,42
553.80979261,843.97059163,39,59,42
553.87441603,843.10912413,39,58,42
553.94130740,842.53756738,39,57,42
554.01058559,841.41049747,39,56,42
554.08238424,840.53543836,39,55,42
554.15684218,839.93529408,39,54,42
554.23410976,838.82651310,39,53,42
554.39773376,837.29815001,39,51,42
554.48445417,836.20216093,39,50,42
554.57471712,835.33732208,39,49,42
554.66873767,834.66217377,39,48,42
554.76676048,833.56975549,39,47,42
554.86904538,832.73705190,39,46,42
554.97587608,832.00722666,39,45,42
555.08756198,830.98398957,39,44,42
555.20444363,830.11351386,39,43,42
555.32689169,829.33832604,39,42,42
555.45531017,828.28495777,39,41,42
555.59015150,827.38313834,39,40,42
568.95948915,827.11031119,38,50,42
569.04975209,826.07532988,38,49,42
569.14377265,825.37046706,38,48,42
569.24179546,824.28704401,38,47,42
569.34408035,823.56764618,38,46,42
569.45091105,822.62314828,38,45,42
569.56259696,821.74765087,38,44,42
569.67947861,820.81394802,38,43,42
569.80192667,820.00754721,38,42,42
569.93034515,819.04285004,38,41,42
570.06518648,818.21712368,38,40,42
570.20694305,817.24086395,38,39,42
582.35371489,815.90763699,37,42,41
582.95346205,815.79715182,37,70,42
582.97049856,813.99803246,37,41,41
583.09491510,813.36410306,37,67,42
583.14492557,812.47085691,37,66,42
583.19647282,811.65003162,37,65,42
583.24963155,810.76220126,37,64,42
583.30447743,809.97829551,37,63,42
583.36109188,809.10925389,37,62,42
583.41956407,808.34773218,37,61,42
583.47998422,807.46587222,37,60,42
583.54245246,806.64070093,37,59,42
583.60707588,805.68528351,37,58,42
583.67396725,804.89840194,37,57,42
583.74324544,804.08015310,37,56,42
583.81504408,803.14837743,37,55,42
583.88950202,802.32259819,37,54,42
583.96676960,801.45873351,37,53,42
584.04700873,800.59778120,37,52,42
584.13039361,799.75368326,37,51,42
584.21711402,798.85494587,37,50,42
584.30737696,797.97933119,37,49,42
584.40139752,797.12169930,37,48,42
584.49942033,796.26473110,37,47,42
584.60170522,795.38530389,37,46,42
584.70853592,794.50245198,37,45,42
584.82022183,793.58949580,37,44,42
584.93710347,792.72193056,37,43,42
585.05955153,791.85453640,37,42,42
585.18797002,790.94493187,37,41,42
585.32281135,790.06687339,37,40,42
585.46456792,789.12142488,37,39,42
585.61378385,788.18959538,37,38,42
600.32223928,787.82149668,36,50,42
600.41250222,786.95908386,36,49,42
600.60454559,785.14102870,36,47,42
600.70683048,784.38198973,36,46,42
600.81366118,784.07745121,36,45,42
600.92534709,782.79728639,36,44,42
601.04222874,781.63306529,36,43,42
601.16467680,781.15798013,36,42,42
601.29309528,779.86296166,36,41,42
601.42793661,779.20658142,36,40,42
601.56969318,778.22504864,36,39,42
601.71890911,777.24357353,36,38,42
601.87619238,776.27065824,36,37,42
613.03610456,775.72472472,35,44,41
613.59747772,773.83295639,35,43,41
614.18558592,772.41956624,35,42,41
614.80236959,770.04762232,35,41,41
615.45000166,768.47931917,35,40,41
616.13084709,766.25500344,35,39,41
616.38030474,765.83648922,35,64,42
616.43515062,765.63712677,35,63,42
616.49176507,764.22521300,35,62,42
616.55023726,763.26944570,35,61,42
616.61065741,762.93692521,35,60,42
616.67312565,761.61193415,35,59,42
616.73774907,760.74341205,35,58,42
616.80464044,759.83751192,35,57,42
616.87391863,759.67881667,35,56,42
616.94571727,758.59695795,35,55,42
617.02017521,757.36114742,35,54,42
617.09744279,756.49289205,35,53,42
617.17768192,755.58677757,35,52,42
617.26106680,754.73383626,35,51,42
617.34778721,754.19463390,35,50,42
617.43805015,753.54549042,35,49,42
617.53207071,752.16715174,35,48,42
617.63009352,751.24867885,35,47,42
617.73237841,750.40847802,35,46,42
617.83920911,749.85938846,35,45,42
617.95089502,748.59557433,35,44,42
618.06777666,747.70380600,35,43,42
618.19022472,747.29041585,35,42,42
618.31864321,745.91847193,35,41,42
618.45348454,745.35016878,35,40,42
618.59524111,744.12585305,35,39,42
618.74445704,743.21568959,35,38,42
618.90174031,742.29598879,35,37,42
619.06776004,741.42465667,35,36,42
634.97266717,741.00625154,34,55,42
635.04712511,740.33387864,34,54,42
635.12439269,739.28923359,34,53,42
635.20463182,738.57047398,34,52,42
635.37473711,736.79917031,34,50,42
635.46500005,735.86315630,34,49,42
635.55902060,735.05094273,34,48,42
635.65704341,734.06708581,34,47,42
635.75932831,733.32488773,34,46,42
635.86615901,732.35351370,34,45,42
635.97784492,731.57181964,34,44,42
636.09472656,730.59086405,34,43,42
636.21717462,729.70598164,34,42,42
636.34559311,728.77661710,34,41,42
636.48043443,727.94791923,34,40,42
636.62219101,727.02669880,34,39,42
636.77140694,726.15622116,34,38,42
636.92869021,725.15771773,34,37,42
637.09470993,724.36205862,34,36,42
637.27021784,723.36497678,34,35,42
654.02043938,723.12174447,33,56,42
654.16669596,721.62606980,33,54,42
654.24396354,720.56046277,33,53,42
654.32420267,719.66077237,33,52,42
654.40758755,719.10046723,33,51,42
654.49430796,717.95135738,33,50,42
654.58457090,717.15080201,33,49,42
654.67859146,716.48148088,33,48,42
654.77661427,715.40169735,33,47,42
654.87889916,714.51854027,33,46,42
654.98572986,713.73861718,33,45,42
655.09741577,713.52461495,33,44,42
655.21429741,711.80474181,33,43,42
655.33674547,711.11026217,33,42,42
655.46516396,710.06432096,33,41,42
655.60000529,709.14789635,33,40,42
655.74176186,708.40816468,33,39,42
655.89097779,707.36443179,33,38,42
656.04826106,706.46912775,33,37,42
656.21428079,705.67772765,33,36,42
656.38978869,704.65292863,33,35,42
656.57561955,703.73827837,33,34,42
674.26568368,703.24041748,32,57,42
674.40676051,701.57673032,32,55,42
674.48121845,700.85409041,32,54,42
674.55848603,699.89257668,32,53,42
674.63872516,699.30096580,32,52,42
674.72211004,698.09109665,32,51,42
674.80883045,697.31569305,32,50,42
674.89909339,696.38791879,32,49,42
675.09113676,694.61585626,32,47,42
675.19342165,693.84906150,32,46,42
675.30025235,692.90857030,32,45,42
675.41193826,692.23357530,32,44,42
675.52881991,691.11526225,32,43,42
675.65126797,690.31202518,32,42,42
675.77968645,689.32470511,32,41,42
675.91452778,688.94946481,32,40,42
676.05628435,687.52734423,32,39,42
676.20550028,686.70586245,32,38,42
676.36278355,685.73341958,32,37,42
676.52880328,685.02189192,32,36,42
676.70431118,683.89831783,32,35,42
676.89014204,683.07642947,32,34,42
677.08723619,682.06997512,32,33,42
695.96004711,681.94676389,31,56,42
696.03184576,681.07575664,31,55,42
696.10630370,680.24083415,31,54,42
696.18357128,679.38753624,31,53,42
696.26381041,678.53492364,31,52,42
696.34719528,677.67840288,31,51,42
696.43391570,676.82339405,31,50,42
696.52417864,675.89858744,31,49,42
696.61819919,675.03886834,31,48,42
696.71622200,674.17146121,31,47,42
696.81850690,673.25512695,31,46,42
696.92533760,672.39949384,31,45,42
697.03702351,671.51573842,31,44,42
697.15390515,670.61072402,31,43,42
697.27635321,669.72040708,31,42,42
697.40477170,668.84289070,31,41,42
697.53961302,667.96651044,31,40,42
697.68136959,667.05672425,31,39,42
697.83058553,666.16549466,31,38,42
697.98786880,665.27644072,31,37,42
698.15388852,664.32354784,31,36,42
698.32939643,663.42439426,31,35,42
698.51522729,662.51830862,31,34,42
698.71232144,661.58803288,31,33,42
698.92173374,660.69008943,31,32,42
717.39154614,660.25727808,30,35,41
718.28407684,658.12574972,30,34,41
719.02683720,658.11060916,30,56,42
719.09863585,657.46210534,30,55,42
719.17309379,656.77809732,30,54,42
719.23070420,656.32729742,30,33,41
719.25036136,655.50210115,30,53,42
719.33060049,654.59977470,30,52,42
719.41398537,653.87586699,30,51,42
719.50070578,653.61982691,30,50,42
719.59096873,652.03446660,30,49,42
719.68498928,651.46354039,30,48,42
719.78301209,650.17727637,30,47,42
719.88529698,649.44967243,30,46,42
720.10381359,647.62402728,30,44,42
720.22069524,646.62492551,30,43,42
720.34314330,646.11810062,30,42,42
720.47156178,644.85904003,30,41,42
720.60640311,644.61816022,30,40,42
720.74815968,643.21472841,30,39,42
720.89737562,642.25470211,30,38,42
721.05465888,641.27309484,30,37,42
721.22067861,640.68764226,30,36,42
721.39618652,639.71235621,30,35,42
721.58201738,638.58082785,30,34,42
721.77911152,637.78237555,30,33,42
721.98852383,636.77256475,30,32,42
722.21144608,635.78035994,30,31,42
743.92749878,635.53299935,29,32,41
743.98824354,635.39689192,29,52,42
744.07162842,634.47887655,29,51,42
744.15834883,633.62272968,29,50,42
744.24861177,632.77420501,29,49,42
744.34263233,631.90104423,29,48,42
744.44065514,630.98557263,29,47,42
744.54294003,630.10642032,29,46,42
744.64977073,629.21516959,29,45,42
744.76145664,628.41002168,29,44,42
744.87833829,627.46733706,29,43,42
745.00078635,626.57805003,29,42,42
745.12920483,625.69942252,29,41,42
745.26404616,624.80741726,29,40,42
745.40580273,623.90307954,29,39,42
745.55501867,622.97394231,29,38,42
745.71230193,622.10291969,29,37,42
745.87832166,621.20114496,29,36,42
746.05382956,620.25716947,29,35,42
746.23966042,619.36531896,29,34,42
746.43675457,618.43829538,29,33,42
746.64616688,617.52958139,29,32,42
746.86908913,616.61974185,29,31,42
747.10687319,615.67529874,29,30,42
770.38132317,614.69391302,28,31,41
770.57717725,614.33622778,28,50,42
770.66744020,613.89622582,28,49,42
770.76146075,612.85229300,28,48,42
770.85948356,611.66357854,28,47,42
770.96176845,610.85739304,28,46,42
771.06859916,609.82479979,28,45,42
771.18028506,609.21634320,28,44,42
771.29716671,608.08151702,28,43,42
771.54803325,606.33569913,28,41,42
771.68287458,605.61068990,28,40,42
771.82463115,604.48091426,28,39,42
771.97384709,603.68403205,28,38,42
772.13113035,602.66934420,28,37,42
772.29715008,602.02557517,28,36,42
772.47265799,601.26468160,28,35,42
772.65848885,600.02070197,28,34,42
772.85558299,599.06162965,28,33,42
773.06499530,598.30904743,28,32,42
773.28791755,597.22711614,28,31,42
773.52570162,596.35026298,28,30,42
773.77988499,595.36595622,28,29,42
794.62169493,593.43537482,27,34,41
795.56832229,591.68700980,27,33,41
796.57411280,589.60620982,27,32,41
797.64479046,587.70733402,27,31,41
798.78684824,585.92530931,27,30,41
799.04330990,585.72773466,27,49,42
799.13733045,585.00545952,27,48,42
799.23535326,584.00003412,27,47,42
799.33763816,583.07126792,27,46,42
799.44446886,582.87139412,27,45,42
799.55615476,581.34548782,27,44,42
799.67303641,580.42781463,27,43,42
799.79548447,579.72528028,27,42,42
799.92390295,578.64745998,27,41,42
800.05874428,577.78939315,27,40,42
800.20050085,577.02939395,27,39,42
800.34971679,575.98692983,27,38,42
800.50700006,575.10705903,27,37,42
800.67301978,574.68821897,27,36,42
800.84852769,573.26721672,27,35,42
801.03435855,572.30878791,27,34,42
801.23145269,571.56042288,27,33,42
801.44086500,570.47962291,27,32,42
801.66378725,569.58074711,27,31,42
801.90157132,568.79872239,27,30,42
802.15575470,567.74095622,27,29,42
802.42809326,566.81053919,27,28,42
802.72060599,566.79030771,27,27,42
828.14752101,566.67968558,26,30,41
829.36834336,564.70868593,26,29,41
829.79399851,564.36609848,26,47,42
829.89628340,563.56954163,26,46,42
830.00311410,562.58409635,26,45,42
830.11480001,561.78672298,26,44,42
830.23168165,560.83774212,26,43,42
830.35412971,559.98334846,26,42,42
830.48254820,559.02750235,26,41,42
830.61738953,558.20492241,26,40,42
830.75914610,558.03249233,26,39,42
830.90836203,556.40503699,26,38,42
831.06564530,555.44398270,26,37,42
831.23166502,554.59758512,26,36,42
831.40717293,553.59635240,26,35,42
831.59300379,552.75363904,26,34,42
831.79009794,551.79571677,26,33,42
831.99951025,550.91878191,26,32,42
832.22243249,549.94201420,26,31,42
832.46021656,549.08398245,26,30,42
832.71439994,548.11298280,26,29,42
832.98673850,547.23598018,26,28,42
833.27925123,546.25676481,26,27,42
833.59426510,546.15552142,26,26,42
862.38568865,546.05011419,25,28,41
863.00624119,545.81897645,25,45,42
863.11792710,544.59909418,25,44,42
863.23480874,543.67714805,25,43,42
863.35725680,542.79608683,25,42,42
863.48567529,541.88814851,25,41,42
863.62051662,541.32537602,25,40,42
863.76227319,540.11168569,25,39,42
863.91148912,539.23243918,25,38,42
864.06877239,538.32034470,25,37,42
864.23479211,537.41280912,25,36,42
864.41030002,536.77229033,25,35,42
864.59613088,535.55896669,25,34,42
864.79322503,534.68788255,25,33,42
865.00263734,533.76249154,25,32,42
865.22555958,532.82944086,25,31,42
865.46334365,532.12248554,25,30,42
865.71752703,530.99754658,25,29,42
865.98986559,530.04547552,25,28,42
866.28237832,529.12413926,25,27,42
866.59739219,528.18933778,25,26,42
866.93760502,528.03166908,25,25,42
898.14256505,526.84207946,24,27,41
898.98839673,525.82273757,24,43,42
899.11084479,525.37556902,24,42,42
899.23926328,524.09785089,24,41,42
899.37410461,523.68563915,24,40,42
899.51586118,522.42337252,24,39,42
899.66507711,521.46903643,24,38,42
899.82236038,520.50963635,24,37,42
899.98838010,520.25585938,24,36,42
900.16388801,518.68410125,24,35,42
900.34971887,517.80305926,24,34,42
900.54681302,516.95067302,24,33,42
900.75622533,516.29252276,24,32,42
900.97914757,514.99289445,24,31,42
901.21693164,514.34295414,24,30,42
901.47111502,513.14326825,24,29,42
901.74345358,512.37426181,24,28,42
902.03596631,511.41141540,24,27,42
902.35098018,510.40401044,24,26,42
902.69119301,509.41679707,24,25,42
903.05975896,509.19788078,24,24,42
928.32937353,508.91670912,23,33,41
929.33516403,506.98117138,23,32,41
930.40584169,505.07955140,23,31,41
931.54789947,503.15449968,23,30,41
932.76872183,501.24117633,23,29,41
934.07674208,499.30814295,23,28,41
935.48165722,497.40446893,23,27,41
936.99464357,495.45312981,23,26,41
937.97344445,494.87577471,23,42,42
938.10186293,493.98020010,23,41,42
938.23670426,493.13104584,23,40,42
938.37846083,492.19663605,23,39,42
938.52767676,491.34207946,23,38,42
938.68496003,490.40197417,23,37,42
938.85097976,489.52704194,23,36,42
939.02648766,488.59625629,23,35,42
939.21231852,487.66890494,23,34,42
939.40941267,486.76839369,23,33,42
939.61882498,485.83285595,23,32,42
939.84174723,484.93123597,23,31,42
940.07953129,484.00618426,23,30,42
940.33371467,483.09286091,23,29,42
940.60605323,482.15982753,23,28,42
940.89856596,481.25615350,23,27,42
941.21357984,480.30481438,23,26,42
941.55379266,479.37205638,23,25,42
941.92235861,478.43594865,23,24,42
942.32297383,478.13289853,23,23,42
980.63213887,478.00163017,22,40,42
980.77389544,477.01520304,22,39,42
980.92311138,476.21021277,22,38,42
981.08039465,475.23291256,22,37,42
981.24641437,474.38451956,22,36,42
981.42192228,473.40388068,22,35,42
981.60775314,472.54834561,22,34,42
981.80484728,472.13272744,22,33,42
982.01425959,470.71273684,22,32,42
982.23718184,469.74076831,22,31,42
982.47496591,468.88376599,22,30,42
982.72914929,467.88065224,22,29,42
983.00148785,467.01867772,22,28,42
983.29400058,466.03366017,22,27,42
983.60901445,465.14237435,22,26,42
983.94922727,464.15961847,22,25,42
984.31779323,463.27242249,22,24,42
984.71840844,462.28494767,22,23,42
985.15544189,461.93620817,22,22,42
1015.75224444,461.73260306,21,31,41
1016.89430221,459.93286133,21,30,41
1018.11512457,457.89317310,21,29,41
1019.42314482,456.25551912,21,28,41
1020.82805996,454.11258295,21,27,41
1022.34104631,452.09299451,21,26,41
1023.97506118,450.15863854,21,25,41
